testB,1gm8B,100.000,557,0,0,1,557,1,557,0.0,1150
testB,1gm7B,100.000,557,0,0,1,557,1,557,0.0,1150
testB,1gkfB,100.000,557,0,0,1,557,1,557,0.0,1150
testB,1fxvB,99.820,557,1,0,1,557,1,557,0.0,1148
testB,1fxhB,99.820,557,1,0,1,557,1,557,0.0,1148
testB,1pnlB,99.820,557,1,0,1,557,1,557,0.0,1147
testB,1k7dB,99.820,557,1,0,1,557,1,557,0.0,1147
testB,1gm9B,99.820,557,1,0,1,557,1,557,0.0,1147
testB,1gk9B,99.820,557,1,0,1,557,1,557,0.0,1147
testB,1kecB,99.641,557,2,0,1,557,1,557,0.0,1145
testB,1ajqB,99.641,557,2,0,1,557,1,557,0.0,1145
testB,1ajnB,99.641,557,2,0,1,557,1,557,0.0,1145
testB,1ai7B,99.641,557,2,0,1,557,1,557,0.0,1145
testB,1ai6B,99.641,557,2,0,1,557,1,557,0.0,1145
testB,1ai4B,99.641,557,2,0,1,557,1,557,0.0,1145
testB,1k5sB,99.461,557,3,0,1,557,1,557,0.0,1143
testB,1k5qB,99.461,557,3,0,1,557,1,557,0.0,1143
testB,4hstB,24.706,340,228,10,1,328,1,324,5.81e-14,74.7
testB,4hsrB,24.706,340,228,10,1,328,1,324,1.35e-13,73.6
testB,1gk1D,23.631,347,233,13,1,327,1,335,1.75e-10,63.5
testB,1gk1B,23.631,347,233,13,1,327,1,335,1.75e-10,63.5
testB,1gk0D,23.631,347,233,13,1,327,1,335,1.75e-10,63.5
testB,1gk0B,23.631,347,233,13,1,327,1,335,1.75e-10,63.5
testB,1jw0B,23.715,253,178,8,1,244,1,247,2.01e-10,63.5
testB,1jvzB,23.715,253,178,8,1,244,1,247,2.01e-10,63.5
testB,3srcB,20.814,221,163,6,1,210,1,220,1.64e-04,44.7
testB,3srbB,20.814,221,163,6,1,210,1,220,1.64e-04,44.7
testB,3l91B,20.814,221,163,6,1,210,1,220,1.64e-04,44.7
testB,2wydB,20.814,221,163,6,1,210,1,220,1.64e-04,44.7
testB,2wycB,20.814,221,163,6,1,210,1,220,1.64e-04,44.7
testB,2wybB,20.814,221,163,6,1,210,1,220,1.64e-04,44.7
